Description,TECHNICAL_SKILL,COMPANY_NAME,TOOL,EDUCATION,EXPERIENCE,DESIGNATION,LOCATION,LANGUAGE,SOFT_SKILL,PAY,CERTIFICATION
"Amazon, Microsoft, Apple, Tesla is seeking a Product Manager, DevOps Engineer proficient in AWS, SQL, Python and experienced with Tableau, Jira, Figma, Slack. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science and have Entry level, Mid-Senior level, 7+ years of industry experience. Position is based in New York, NY, Chicago, IL. Strong Adaptability, Problem-Solving, Communication Skills, Teamwork and fluency in Spanish, German, French are required. Salary range: $100k–$130k, $80k–$100k. Preferred certifications include AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification.","AWS, SQL, Python","Amazon, Microsoft, Apple, Tesla","Tableau, Jira, Figma, Slack","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","Entry level, Mid-Senior level, 7+ years","Product Manager, DevOps Engineer","New York, NY, Chicago, IL","Spanish, German, French","Adaptability, Problem-Solving, Communication Skills, Teamwork","$100k–$130k, $80k–$100k","AWS Certified Solutions Architect, Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Microsoft, Google, Netflix, Facebook is seeking a Data Scientist, Backend Developer, Software Engineer, Product Manager proficient in Java, Kubernetes, AWS and experienced with Jira, Figma, GitHub, VS Code. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 2+ years of industry experience. Position is based in Boston, MA, San Francisco, CA, Austin, TX. Strong Leadership, Communication Skills, Problem-Solving, Adaptability and fluency in English, French, German, Spanish are required. Salary range: $80k–$100k, $100k–$130k, $90k–$120k. Preferred certifications include Certified Scrum Master, PMP Certification.","Java, Kubernetes, AWS","Microsoft, Google, Netflix, Facebook","Jira, Figma, GitHub, VS Code","Bachelor's in Computer Science, Master's in Information Systems","Entry level, 2+ years","Data Scientist, Backend Developer, Software Engineer, Product Manager","Boston, MA, San Francisco, CA, Austin, TX","English, French, German, Spanish","Leadership, Communication Skills, Problem-Solving, Adaptability","$80k–$100k, $100k–$130k, $90k–$120k","Certified Scrum Master, PMP Certification"
"Facebook, Tesla, IBM, Google is seeking a Software Engineer, DevOps Engineer, Product Manager, Backend Developer proficient in Docker, Kubernetes, SQL, Python and experienced with Figma, GitHub, Salesforce. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science and have Mid-Senior level, 2+ years, Entry level, 3-5 years of industry experience. Position is based in Seattle, WA, Boston, MA, Chicago, IL. Strong Communication Skills, Leadership, Teamwork, Problem-Solving and fluency in English, Spanish, French are required. Salary range: $120k–$150k, $90k–$120k, $100k–$130k. Preferred certifications include Google Cloud Professional, Certified Scrum Master.","Docker, Kubernetes, SQL, Python","Facebook, Tesla, IBM, Google","Figma, GitHub, Salesforce","Master's in Information Systems, Bachelor's in Computer Science","Mid-Senior level, 2+ years, Entry level, 3-5 years","Software Engineer, DevOps Engineer, Product Manager, Backend Developer","Seattle, WA, Boston, MA, Chicago, IL","English, Spanish, French","Communication Skills, Leadership, Teamwork, Problem-Solving","$120k–$150k, $90k–$120k, $100k–$130k","Google Cloud Professional, Certified Scrum Master"
"Google, Microsoft, Amazon, Netflix is seeking a Product Manager, Software Engineer, DevOps Engineer proficient in Python, Machine Learning, TensorFlow and experienced with Slack, Salesforce, GitHub, Figma. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science and have 5+ years, Mid-Senior level, 7+ years, 3-5 years of industry experience. Position is based in Austin, TX, San Francisco, CA, Chicago, IL. Strong Adaptability, Teamwork, Problem-Solving and fluency in Spanish, French are required. Salary range: $120k–$150k, $80k–$100k. Preferred certifications include Certified Scrum Master, PMP Certification, Google Cloud Professional.","Python, Machine Learning, TensorFlow","Google, Microsoft, Amazon, Netflix","Slack, Salesforce, GitHub, Figma","Master's in Information Systems, Ph.D. in Data Science","5+ years, Mid-Senior level, 7+ years, 3-5 years","Product Manager, Software Engineer, DevOps Engineer","Austin, TX, San Francisco, CA, Chicago, IL","Spanish, French","Adaptability, Teamwork, Problem-Solving","$120k–$150k, $80k–$100k","Certified Scrum Master, PMP Certification, Google Cloud Professional"
"Amazon, Apple, Netflix is seeking a DevOps Engineer, Product Manager proficient in Docker, Java, Machine Learning, Kubernetes and experienced with Jira, Tableau, Salesforce, Figma. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science and have Entry level, 2+ years, 5+ years, 7+ years of industry experience. Position is based in Austin, TX, Boston, MA, Chicago, IL, San Francisco, CA. Strong Teamwork, Leadership, Communication Skills and fluency in Spanish, German, French, English are required. Salary range: $90k–$120k, $120k–$150k, $80k–$100k. Preferred certifications include Google Cloud Professional, PMP Certification.","Docker, Java, Machine Learning, Kubernetes","Amazon, Apple, Netflix","Jira, Tableau, Salesforce, Figma","Master's in Information Systems, Bachelor's in Computer Science","Entry level, 2+ years, 5+ years, 7+ years","DevOps Engineer, Product Manager","Austin, TX, Boston, MA, Chicago, IL, San Francisco, CA","Spanish, German, French, English","Teamwork, Leadership, Communication Skills","$90k–$120k, $120k–$150k, $80k–$100k","Google Cloud Professional, PMP Certification"
"Netflix, IBM is seeking a Data Scientist, Backend Developer proficient in Python, Java and experienced with Jira, Salesforce, GitHub. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science and have 5+ years, Mid-Senior level, 3-5 years of industry experience. Position is based in New York, NY, Boston, MA, Chicago, IL. Strong Communication Skills, Teamwork and fluency in French, German, Spanish, English are required. Salary range: $100k–$130k, $90k–$120k, $80k–$100k. Preferred certifications include PMP Certification, Google Cloud Professional, Certified Scrum Master.","Python, Java","Netflix, IBM","Jira, Salesforce, GitHub","Master's in Information Systems, Ph.D. in Data Science","5+ years, Mid-Senior level, 3-5 years","Data Scientist, Backend Developer","New York, NY, Boston, MA, Chicago, IL","French, German, Spanish, English","Communication Skills, Teamwork","$100k–$130k, $90k–$120k, $80k–$100k","PMP Certification, Google Cloud Professional, Certified Scrum Master"
"Google, Facebook, IBM is seeking a Product Manager, Data Scientist proficient in Machine Learning, AWS, Java and experienced with Figma, Salesforce. The ideal candidate should possess Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science and have 3-5 years, 5+ years, Mid-Senior level, 7+ years of industry experience. Position is based in Boston, MA, Chicago, IL, Austin, TX. Strong Problem-Solving, Leadership, Teamwork, Adaptability and fluency in English, Spanish are required. Salary range: $90k–$120k, $80k–$100k. Preferred certifications include Google Cloud Professional, Certified Scrum Master, PMP Certification.","Machine Learning, AWS, Java","Google, Facebook, IBM","Figma, Salesforce","Master's in Information Systems, Ph.D. in Data Science, Bachelor's in Computer Science","3-5 years, 5+ years, Mid-Senior level, 7+ years","Product Manager, Data Scientist","Boston, MA, Chicago, IL, Austin, TX","English, Spanish","Problem-Solving, Leadership, Teamwork, Adaptability","$90k–$120k, $80k–$100k","Google Cloud Professional, Certified Scrum Master, PMP Certification"
"Microsoft, Apple, IBM, Tesla is seeking a DevOps Engineer, Data Scientist, Software Engineer proficient in Docker, Machine Learning and experienced with Salesforce, GitHub, Tableau, VS Code. The ideal candidate should possess Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 3-5 years, Mid-Senior level of industry experience. Position is based in New York, NY, Chicago, IL, Boston, MA. Strong Adaptability, Communication Skills, Leadership and fluency in German, French are required. Salary range: $80k–$100k, $100k–$130k, $90k–$120k. Preferred certifications include Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional.","Docker, Machine Learning","Microsoft, Apple, IBM, Tesla","Salesforce, GitHub, Tableau, VS Code","Bachelor's in Computer Science, Master's in Information Systems","Entry level, 3-5 years, Mid-Senior level","DevOps Engineer, Data Scientist, Software Engineer","New York, NY, Chicago, IL, Boston, MA","German, French","Adaptability, Communication Skills, Leadership","$80k–$100k, $100k–$130k, $90k–$120k","Certified Scrum Master, AWS Certified Solutions Architect, PMP Certification, Google Cloud Professional"
"Tesla, Netflix, IBM, Apple is seeking a Data Scientist, DevOps Engineer, Product Manager, Backend Developer proficient in Machine Learning, AWS, SQL, Kubernetes and experienced with Salesforce, Jira, VS Code, GitHub. The ideal candidate should possess Ph.D. in Data Science, Master's in Information Systems and have 2+ years, 7+ years, Mid-Senior level of industry experience. Position is based in San Francisco, CA, Boston, MA. Strong Communication Skills, Adaptability, Problem-Solving and fluency in Spanish, German, English, French are required. Salary range: $100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k. Preferred certifications include AWS Certified Solutions Architect, PMP Certification.","Machine Learning, AWS, SQL, Kubernetes","Tesla, Netflix, IBM, Apple","Salesforce, Jira, VS Code, GitHub","Ph.D. in Data Science, Master's in Information Systems","2+ years, 7+ years, Mid-Senior level","Data Scientist, DevOps Engineer, Product Manager, Backend Developer","San Francisco, CA, Boston, MA","Spanish, German, English, French","Communication Skills, Adaptability, Problem-Solving","$100k–$130k, $120k–$150k, $80k–$100k, $90k–$120k","AWS Certified Solutions Architect, PMP Certification"
"Facebook, Amazon is seeking a Data Scientist, Backend Developer proficient in Kubernetes, Python and experienced with Figma, VS Code. The ideal candidate should possess Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science and have Entry level, 3-5 years of industry experience. Position is based in Boston, MA, Austin, TX. Strong Leadership, Problem-Solving, Adaptability, Teamwork and fluency in French, Spanish, English, German are required. Salary range: $80k–$100k, $120k–$150k, $100k–$130k, $90k–$120k. Preferred certifications include Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification.","Kubernetes, Python","Facebook, Amazon","Figma, VS Code","Master's in Information Systems, Bachelor's in Computer Science, Ph.D. in Data Science","Entry level, 3-5 years","Data Scientist, Backend Developer","Boston, MA, Austin, TX","French, Spanish, English, German","Leadership, Problem-Solving, Adaptability, Teamwork","$80k–$100k, $120k–$150k, $100k–$130k, $90k–$120k","Certified Scrum Master, Google Cloud Professional, AWS Certified Solutions Architect, PMP Certification"
"Google, IBM is seeking a Product Manager, Data Scientist, DevOps Engineer proficient in TensorFlow, Java, SQL, AWS and experienced with VS Code, Figma, Slack. The ideal candidate should possess Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems and have Entry level, 2+ years of industry experience. Position is based in Austin, TX, Boston, MA. Strong Problem-Solving, Teamwork, Adaptability, Leadership and fluency in English, French, German are required. Salary range: $120k–$150k, $100k–$130k, $90k–$120k, $80k–$100k. Preferred certifications include Certified Scrum Master, PMP Certification.","TensorFlow, Java, SQL, AWS","Google, IBM","VS Code, Figma, Slack","Ph.D. in Data Science, Bachelor's in Computer Science, Master's in Information Systems","Entry level, 2+ years","Product Manager, Data Scientist, DevOps Engineer","Austin, TX, Boston, MA","English, French, German","Problem-Solving, Teamwork, Adaptability, Leadership","$120k–$150k, $100k–$130k, $90k–$120k, $80k–$100k","Certified Scrum Master, PMP Certification"
